time_s,true_yaw_rate_deg_s,raw_yaw_rate_deg_s,true_yaw_angle_deg,raw_yaw_angle_deg,true_pitch_rate_deg_s,raw_pitch_rate_deg_s,true_pitch_angle_deg,raw_pitch_angle_deg,true_roll_rate_deg_s,raw_roll_rate_deg_s,true_roll_angle_deg,raw_roll_angle_deg
25.0183,4.7177,4.8037,26.6123,30.3209,-7.7121,-7.5724,1.0123,-1.609,-11.7362,-11.2229,13.0033,15.0153
25.0283,4.6567,4.4502,26.6592,30.3672,-7.6964,-7.5156,0.9352,-1.6845,-12.2606,-12.3228,12.8833,14.8975
25.0383,4.5811,4.7063,26.7054,30.413,-7.6504,-7.9876,0.8584,-1.762,-12.7778,-12.8265,12.758,14.7717
25.0483,4.49,4.6637,26.7508,30.4598,-7.5746,-7.6142,0.7823,-1.8401,-13.2869,-12.5937,12.6277,14.6446
25.0584,4.3825,4.4306,26.7951,30.5053,-7.47,-7.7008,0.707,-1.9167,-13.7866,-13.768,12.4923,14.5127
25.0684,4.2581,4.5997,26.8384,30.5505,-7.3379,-6.8808,0.633,-1.9896,-14.2759,-13.8243,12.3519,14.3747
25.0784,4.1159,3.9214,26.8802,30.5931,-7.1796,-7.4262,0.5604,-2.0612,-14.7537,-14.8277,12.2067,14.2314
25.0884,3.9553,4.2644,26.9206,30.6341,-6.9967,-7.2933,0.4894,-2.1348,-15.2189,-15.0074,12.0568,14.0822
25.0984,3.7757,2.9013,26.9593,30.6699,-6.791,-7.2971,0.4205,-2.2078,-15.6705,-15.3613,11.9023,13.9303
25.1084,3.5765,4.3906,26.9961,30.7064,-6.5643,-6.7927,0.3537,-2.2782,-16.1076,-16.3586,11.7433,13.7716
25.1184,3.3573,3.5054,27.0307,30.7459,-6.3188,-6.0736,0.2892,-2.3426,-16.5291,-16.212,11.5801,13.6087
25.1284,3.1176,3.1109,27.0631,30.7789,-6.0567,-6.2276,0.2274,-2.4041,-16.9342,-16.7623,11.4127,13.4438
25.1384,2.857,3.1909,27.093,30.8105,-5.7801,-5.7305,0.1681,-2.4639,-17.3219,-16.9221,11.2414,13.2753
25.1484,2.5751,2.6737,27.1202,30.8398,-5.4917,-6.1247,0.1118,-2.5232,-17.6914,-17.5772,11.0663,13.1028
25.1584,2.2718,2.351,27.1444,30.8649,-5.1938,-5.2833,0.0583,-2.5803,-18.0419,-17.9016,10.8876,12.9253
25.1684,1.9467,2.0878,27.1655,30.8871,-4.8888,-4.9364,0.0079,-2.6314,-18.3727,-17.9302,10.7054,12.7461
25.1784,1.5998,1.9284,27.1833,30.9072,-4.5795,-3.7656,-0.0395,-2.6749,-18.6831,-18.5105,10.5201,12.5638
25.1884,1.2309,1.0345,27.1974,30.922,-4.2682,-4.2186,-0.0837,-2.7149,-18.9724,-19.1802,10.3317,12.3753
25.1984,0.84,1.2067,27.2078,30.9333,-3.9576,-3.634,-0.1249,-2.7541,-19.24,-19.4221,10.1406,12.1822
25.2084,0.4272,0.4397,27.2141,30.9415,-3.65,-3.861,-0.1629,-2.7916,-19.4854,-19.722,9.9469,11.9865
25.2184,-0.0075,0.3162,27.2162,30.9453,-3.3478,-3.5712,-0.1979,-2.8288,-19.7082,-19.4495,9.7509,11.7905
25.2284,-0.464,-0.5731,27.2139,30.944,-3.0535,-3.1762,-0.2299,-2.8625,-19.9078,-19.3726,9.5527,11.5964
25.2384,-0.9419,-1.1343,27.2068,30.9354,-2.7692,-2.942,-0.2591,-2.8931,-20.0839,-19.9674,9.3527,11.3996
25.2484,-1.441,-1.3292,27.1949,30.9231,-2.4969,-2.324,-0.2854,-2.9195,-20.2362,-20.0468,9.151,11.1995
25.2584,-1.961,-2.1369,27.1779,30.9058,-2.2387,-2.4637,-0.3091,-2.9434,-20.3645,-20.4778,8.948,10.9968
25.2684,-2.5015,-2.5383,27.1556,30.8824,-1.9963,-1.8992,-0.3303,-2.9653,-20.4687,-20.9514,8.7437,10.7895
25.2784,-3.0619,-2.6796,27.1277,30.8563,-1.7713,-1.7882,-0.3491,-2.9837,-20.5485,-20.0122,8.5386,10.5847
25.2884,-3.6418,-3.28,27.0942,30.8265,-1.5652,-1.9295,-0.3658,-3.0023,-20.6039,-20.0393,8.3328,10.3843
25.2984,-4.2406,-4.2668,27.0548,30.7887,-1.3791,-1.3374,-0.3805,-3.0186,-20.635,-20.9423,8.1265,10.1794
25.3084,-4.8577,-4.7857,27.0093,30.7435,-1.214,-1.5118,-0.3935,-3.0329,-20.6418,-20.5367,7.92,9.9719
25.3184,-5.4923,-5.2239,26.9575,30.6934,-1.0708,-1.0755,-0.4049,-3.0458,-20.6245,-20.3652,7.7136,9.7673
25.3284,-6.1437,-6.235,26.8993,30.6361,-0.95,-1.4645,-0.415,-3.0585,-20.5832,-20.6048,7.5075,9.5624
25.3384,-6.8111,-7.1776,26.8345,30.569,-0.8519,-1.1579,-0.424,-3.0716,-20.5182,-20.4689,7.302,9.357
25.3484,-7.4936,-7.6512,26.763,30.4948,-0.7766,-1.3983,-0.4322,-3.0844,-20.4299,-20.2329,7.0971,9.1534
25.3585,-8.1903,-7.7239,26.6845,30.4179,-0.724,-0.7554,-0.4397,-3.0952,-20.3186,-20.3824,6.8933,8.9502
25.3685,-8.9003,-8.2447,26.599,30.3381,-0.6936,0.045,-0.4468,-3.0988,-20.1847,-19.9178,6.6908,8.7487
25.3785,-9.6225,-9.359,26.5064,30.25,-0.6851,-0.9589,-0.4537,-3.1033,-20.0288,-20.0042,6.4896,8.549
25.3885,-10.3559,-10.5956,26.4065,30.1502,-0.6974,-1.2573,-0.4606,-3.1144,-19.8514,-19.5011,6.2902,8.3514
25.3985,-11.0995,-10.8464,26.2992,30.043,-0.7295,-0.5955,-0.4677,-3.1237,-19.6532,-20.1658,6.0926,8.153
25.4085,-11.8521,-11.583,26.1844,29.9308,-0.7803,-0.9392,-0.4753,-3.1314,-19.4347,-19.5153,5.8971,7.9545
25.4185,-12.6125,-12.3305,26.062,29.8112,-0.8484,-0.7519,-0.4834,-3.1398,-19.1967,-18.8089,5.7038,7.7628
25.4285,-13.3796,-12.7074,25.932,29.6859,-0.932,-1.5362,-0.4923,-3.1513,-18.9399,-18.8468,5.5131,7.5745
25.4385,-14.1521,-13.6816,25.7943,29.554,-1.0295,-0.8853,-0.5021,-3.1634,-18.6651,-18.6648,5.325,7.3869
25.4485,-14.9288,-14.3956,25.6488,29.4135,-1.139,-0.9258,-0.513,-3.1724,-18.3733,-18.6939,5.1398,7.2
25.4585,-15.7083,-15.7627,25.4956,29.2627,-1.2584,-1.7075,-0.525,-3.1856,-18.0651,-17.6241,4.9575,7.0184
25.4685,-16.4895,-16.4261,25.3346,29.1017,-1.3856,-1.3768,-0.5382,-3.201,-17.7417,-17.4183,4.7784,6.8431
25.4785,-17.271,-17.1074,25.1657,28.934,-1.5183,-2.1308,-0.5527,-3.2186,-17.4039,-17.1189,4.6026,6.6704
25.4885,-18.0514,-17.6498,24.989,28.7601,-1.6544,-1.2695,-0.5686,-3.2356,-17.0527,-17.6005,4.4303,6.4967
25.4985,-18.8293,-18.681,24.8046,28.5784,-1.7913,-2.3084,-0.5858,-3.2535,-16.6891,-16.5344,4.2615,6.326
25.5085,-19.6036,-19.2266,24.6123,28.3888,-1.9268,-2.4419,-0.6044,-3.2772,-16.3142,-16.6151,4.0964,6.1602
25.5185,-20.3727,-19.905,24.4124,28.1931,-2.0585,-2.2287,-0.6244,-3.3006,-15.929,-15.9113,3.9352,5.9975
25.5285,-21.1354,-20.8592,24.2048,27.9892,-2.1841,-2.1187,-0.6456,-3.3223,-15.5346,-15.1692,3.7778,5.842
25.5385,-21.8902,-21.1734,23.9896,27.779,-2.3012,-2.6543,-0.668,-3.3462,-15.132,-15.2272,3.6244,5.69
25.5485,-22.6358,-22.5431,23.7669,27.5603,-2.4077,-2.2226,-0.6916,-3.3706,-14.7225,-14.9725,3.4751,5.539
25.5585,-23.3709,-23.0046,23.5368,27.3325,-2.5013,-2.2271,-0.7161,-3.3929,-14.307,-14.1024,3.3299,5.3935
25.5685,-24.094,-24.1808,23.2994,27.0965,-2.58,-3.2722,-0.7415,-3.4204,-13.8867,-14.3429,3.1889,5.2513
25.5785,-24.804,-24.6395,23.0548,26.8523,-2.642,-2.348,-0.7676,-3.4485,-13.4628,-13.3841,3.0521,5.1126
25.5885,-25.4994,-25.0845,22.8032,26.6036,-2.6853,-2.9852,-0.7943,-3.4751,-13.0362,-12.8589,2.9195,4.9813
25.5985,-26.179,-25.5325,22.5447,26.3504,-2.7085,-2.3635,-0.8213,-3.5019,-12.6082,-12.4594,2.7913,4.8547
25.6085,-26.8414,-26.6047,22.2795,26.0897,-2.71,-2.4169,-0.8484,-3.5258,-12.1798,-11.9665,2.6673,4.7325
25.6185,-27.4856,-26.9291,22.0078,25.8219,-2.6886,-3.0441,-0.8754,-3.5531,-11.7521,-12.0232,2.5476,4.6125
25.6285,-28.1101,-27.4129,21.7297,25.5501,-2.6433,-3.1828,-0.902,-3.5843,-11.3262,-11.5071,2.4322,4.4948
25.6385,-28.714,-28.5554,21.4455,25.2702,-2.5732,-2.5271,-0.9281,-3.6128,-10.9031,-10.527,2.321,4.3846
25.6485,-29.2959,-28.7523,21.1554,24.9835,-2.4777,-2.3677,-0.9534,-3.6373,-10.4839,-10.1659,2.214,4.2811
25.6586,-29.8548,-29.2456,20.8595,24.6934,-2.3564,-2.6959,-0.9776,-3.6626,-10.0694,-10.0651,2.1112,4.1799
25.6686,-30.3896,-30.2892,20.5582,24.3957,-2.2092,-2.6442,-1.0004,-3.6893,-9.6608,-9.7187,2.0125,4.081
25.6786,-30.8994,-30.5111,20.2516,24.0916,-2.0361,-1.9328,-1.0216,-3.7122,-9.259,-8.9743,1.9179,3.9875
25.6886,-31.383,-31.7739,19.9401,23.78,-1.8374,-1.8619,-1.041,-3.7312,-8.8647,-8.954,1.8273,3.8978
25.6986,-31.8396,-32.2684,19.6239,23.4597,-1.6138,-1.7701,-1.0583,-3.7494,-8.479,-8.2845,1.7405,3.8116
25.7086,-32.2683,-32.4747,19.3033,23.1359,-1.366,-1.5573,-1.0732,-3.766,-8.1026,-8.4067,1.6576,3.7281
25.7186,-32.6682,-32.4205,18.9785,22.8113,-1.0949,-1.3154,-1.0855,-3.7804,-7.7363,-7.9074,1.5784,3.6465
25.7286,-33.0386,-32.6765,18.6498,22.4857,-0.8019,-1.1193,-1.095,-3.7926,-7.3808,-6.9552,1.5027,3.5722
25.7386,-33.3787,-33.7644,18.3176,22.1534,-0.4883,-0.7998,-1.1014,-3.8022,-7.0369,-6.8133,1.4306,3.5033
25.7486,-33.6879,-33.6049,17.9822,21.8164,-0.1557,-0.373,-1.1047,-3.808,-6.7052,-6.7974,1.3619,3.4352
25.7586,-33.9655,-33.8605,17.6438,21.479,0.1939,0.4611,-1.1045,-3.8076,-6.3862,-6.5646,1.2964,3.3684
25.7686,-34.2111,-34.4376,17.3028,21.1374,0.5587,0.7076,-1.1007,-3.8017,-6.0805,-5.8616,1.2341,3.3062
25.7786,-34.4241,-34.3717,16.9595,20.7932,0.9365,1.2539,-1.0932,-3.7919,-5.7885,-5.8726,1.1747,3.2476
25.7886,-34.6041,-34.1482,16.6143,20.4505,1.3251,1.5549,-1.0819,-3.7779,-5.5108,-5.6885,1.1182,3.1897
25.7986,-34.7507,-34.5985,16.2674,20.1067,1.7221,1.6482,-1.0667,-3.7619,-5.2476,-5.2528,1.0644,3.135
25.8086,-34.8637,-34.4148,15.9192,19.7615,2.125,1.8723,-1.0474,-3.7443,-4.9992,-5.3687,1.0131,3.0819
25.8186,-34.9428,-34.5436,15.57,19.4166,2.5312,2.9885,-1.0241,-3.7199,-4.766,-4.5942,0.9643,3.0321
25.8286,-34.9878,-34.6625,15.2203,19.0704,2.9382,3.4144,-0.9968,-3.6879,-4.5481,-4.4084,0.9177,2.987
25.8386,-34.9987,-34.8814,14.8702,18.7226,3.3434,3.6198,-0.9654,-3.6527,-4.3457,-3.9224,0.8732,2.9454
25.8486,-34.9755,-34.7263,14.5202,18.3744,3.7441,3.9576,-0.9299,-3.6148,-4.1587,-4.1019,0.8307,2.9052
25.8586,-34.9181,-35.0767,14.1706,18.0253,4.1377,4.487,-0.8905,-3.5726,-3.9873,-4.4817,0.7899,2.8623
25.8686,-34.8267,-34.2982,13.8218,17.6783,4.5216,4.1254,-0.8472,-3.5295,-3.8313,-3.8426,0.7508,2.8207
25.8786,-34.7014,-34.0031,13.474,17.3367,4.8934,5.0276,-0.8001,-3.4837,-3.6907,-3.9742,0.7132,2.7816
25.8886,-34.5426,-34.7613,13.1277,16.9928,5.2504,5.1058,-0.7494,-3.4331,-3.5653,-3.6302,0.6769,2.7435
25.8986,-34.3504,-34.5399,12.7831,16.6461,5.5906,5.1332,-0.6951,-3.3819,-3.4549,-3.2274,0.6418,2.7092
25.9086,-34.1253,-33.9831,12.4406,16.3034,5.9115,5.7995,-0.6376,-3.3272,-3.3591,-3.5097,0.6077,2.6755
25.9186,-33.8677,-34.1066,12.1006,15.9629,6.2111,5.9348,-0.577,-3.2685,-3.2777,-3.6669,0.5745,2.6396
25.9286,-33.5781,-33.2577,11.7632,15.6259,6.4876,5.819,-0.5135,-3.2097,-3.2102,-3.174,0.5421,2.6054
25.9386,-33.2571,-33.4823,11.4289,15.2921,6.7391,6.4305,-0.4473,-3.1484,-3.1562,-3.1252,0.5102,2.5739
25.9486,-32.9052,-32.0543,11.098,14.9643,6.9641,7.5087,-0.3788,-3.0787,-3.1153,-2.9577,0.4789,2.5435
25.9587,-32.5232,-31.7861,10.7708,14.645,7.1613,6.9683,-0.3081,-3.0063,-3.0867,-2.9575,0.4478,2.5139
25.9687,-32.1118,-31.7479,10.4475,14.3272,7.3296,7.7954,-0.2356,-2.9325,-3.0701,-3.0955,0.417,2.4836
25.9787,-31.6717,-31.6681,10.1285,14.01,7.4679,7.2881,-0.1616,-2.857,-3.0646,-3.1265,0.3864,2.4525
25.9887,-31.2039,-30.6893,9.814,13.6982,7.5756,7.3343,-0.0864,-2.7839,-3.0697,-3.0717,0.3557,2.4215
25.9987,-30.7092,-30.6809,9.5043,13.3912,7.6523,7.1774,-0.0102,-2.7113,-3.0846,-3.0411,0.3249,2.3909
26.0087,-30.1885,-30.3192,9.1997,13.0861,7.6978,7.308,0.0666,-2.6388,-3.1085,-2.571,0.2939,2.3629
26.0187,-29.6429,-30.0858,8.9005,12.784,7.7121,7.5743,0.1436,-2.5644,-3.1407,-2.8752,0.2627,2.3356
26.0287,-29.0734,-29.1868,8.6068,12.4875,7.6954,7.4836,0.2207,-2.4891,-3.1802,-3.3102,0.231,2.3047
26.0387,-28.4811,-27.8664,8.3189,12.2021,7.6483,7.1738,0.2974,-2.4158,-3.2263,-3.2854,0.199,2.2717
26.0487,-27.8671,-27.2749,8.0371,11.9264,7.5715,7.7652,0.3736,-2.3411,-3.278,-3.4851,0.1665,2.2378
26.0587,-27.2325,-26.9003,7.7615,11.6554,7.4661,7.7403,0.4488,-2.2635,-3.3345,-3.537,0.1334,2.2027
26.0687,-26.5785,-26.4356,7.4923,11.3886,7.333,7.0048,0.5228,-2.1898,-3.3948,-3.6909,0.0997,2.1666
26.0787,-25.9065,-26.201,7.2298,11.1253,7.1739,7.0669,0.5954,-2.1194,-3.4579,-3.1279,0.0655,2.1324
26.0887,-25.2175,-25.25,6.9741,10.868,6.9902,7.3675,0.6662,-2.0472,-3.5229,-3.4479,0.0306,2.0996
26.0987,-24.5129,-24.5154,6.7254,10.6191,6.7838,6.929,0.7351,-1.9757,-3.5888,-4.2681,-0.005,2.061
26.1087,-23.7941,-23.6992,6.4838,10.3779,6.5564,6.206,0.8018,-1.91,-3.6546,-3.3703,-0.0412,2.0228
26.1187,-23.0622,-23.1929,6.2494,10.1434,6.3103,6.0348,0.8662,-1.8487,-3.7193,-4.019,-0.0781,1.9858
26.1287,-22.3187,-21.9552,6.0224,9.9176,6.0477,5.7275,0.928,-1.7899,-3.782,-3.5514,-0.1156,1.9479
26.1387,-21.5648,-21.6275,5.8029,9.6996,5.7707,5.8779,0.9871,-1.7319,-3.8417,-3.4094,-0.1538,1.9131
26.1487,-20.802,-20.8307,5.591,9.4872,5.4819,5.7725,1.0434,-1.6736,-3.8973,-3.9395,-0.1925,1.8764
26.1587,-20.0316,-19.7025,5.3868,9.2845,5.1837,4.6563,1.0967,-1.6214,-3.948,-4.1355,-0.2317,1.836
26.1687,-19.255,-18.97,5.1903,9.0911,4.8786,5.4857,1.1471,-1.5707,-3.9927,-3.9293,-0.2714,1.7956
26.1787,-18.4735,-17.9921,5.0016,8.9062,4.5691,4.1273,1.1943,-1.5226,-4.0305,-3.6809,-0.3116,1.7576
26.1887,-17.6886,-17.774,4.8207,8.7273,4.2578,3.9746,1.2385,-1.4821,-4.0606,-3.9957,-0.352,1.7192
26.1987,-16.9014,-16.4921,4.6477,8.5559,3.9472,3.2806,1.2795,-1.4458,-4.0819,-3.4789,-0.3928,1.6818
26.2087,-16.1135,-16.4755,4.4826,8.391,3.6398,3.2685,1.3175,-1.4131,-4.0937,-4.4313,-0.4337,1.6422
26.2187,-15.3261,-15.2574,4.3253,8.2323,3.3379,3.1199,1.3524,-1.3811,-4.0951,-4.3426,-0.4746,1.5983
26.2287,-14.5406,-14.7144,4.176,8.0824,3.0439,3.1552,1.3843,-1.3497,-4.0852,-3.9739,-0.5155,1.5567
26.2387,-13.7582,-13.6612,4.0344,7.9405,2.7599,2.3081,1.4133,-1.3224,-4.0634,-4.2209,-0.5563,1.5158
26.2487,-12.9803,-12.4343,3.9007,7.81,2.4881,2.2825,1.4395,-1.2994,-4.0289,-4.2983,-0.5968,1.4732
26.2588,-12.208,-12.7462,3.7747,7.684,2.2304,1.6385,1.4631,-1.2798,-3.9809,-3.7598,-0.6368,1.4328
26.2688,-11.4426,-10.8985,3.6564,7.5658,1.9885,1.9717,1.4842,-1.2618,-3.9189,-3.873,-0.6763,1.3947
26.2788,-10.6854,-10.1664,3.5457,7.4604,1.7641,1.4628,1.503,-1.2446,-3.8422,-3.8773,-0.7152,1.3559
26.2888,-9.9374,-9.926,3.4426,7.3599,1.5586,1.3996,1.5196,-1.2303,-3.7503,-3.4575,-0.7531,1.3192
26.2988,-9.1997,-9.3082,3.3469,7.2637,1.3732,1.2513,1.5343,-1.217,-3.6427,-3.4508,-0.7901,1.2847
26.3088,-8.4735,-8.2394,3.2585,7.1759,1.2089,1.5208,1.5472,-1.2032,-3.5189,-3.4872,-0.8259,1.25
26.3188,-7.7598,-8.1841,3.1773,7.0938,1.0664,0.6376,1.5586,-1.1924,-3.3785,-3.5862,-0.8604,1.2146
26.3288,-7.0596,-6.5081,3.1031,7.0203,0.9463,0.9745,1.5687,-1.1843,-3.2211,-3.2246,-0.8934,1.1805
26.3388,-6.3739,-5.6702,3.036,6.9594,0.849,0.0145,1.5776,-1.1793,-3.0465,-3.0692,-0.9248,1.149
26.3488,-5.7035,-5.7947,2.9755,6.902,0.7745,0.8056,1.5858,-1.1752,-2.8545,-2.4914,-0.9543,1.1212
26.3588,-5.0494,-5.0764,2.9218,6.8477,0.7226,0.8243,1.5933,-1.1671,-2.6448,-2.4332,-0.9818,1.0966
26.3688,-4.4122,-4.0819,2.8744,6.8019,0.693,0.4763,1.6003,-1.1606,-2.4174,-2.007,-1.0071,1.0744
26.3788,-3.7928,-3.8908,2.8334,6.762,0.6851,0.3846,1.6072,-1.1563,-2.1721,-1.9709,-1.0301,1.0545
26.3888,-3.1919,-3.2522,2.7985,6.7263,0.6981,0.0418,1.6141,-1.1541,-1.9091,-1.6657,-1.0505,1.0363
26.3988,-2.61,-2.2376,2.7694,6.6988,0.7309,0.8279,1.6213,-1.1498,-1.6283,-1.0881,-1.0682,1.0225
26.4088,-2.0478,-1.9109,2.7461,6.6781,0.7823,0.4409,1.6289,-1.1435,-1.3299,-0.7074,-1.083,1.0136
26.4188,-1.5059,-1.1545,2.7284,6.6627,0.8509,1.1765,1.637,-1.1354,-1.0141,-1.6038,-1.0947,1.002
26.4288,-0.9845,-0.3922,2.7159,6.655,0.9351,0.7737,1.646,-1.1256,-0.6811,-1.1241,-1.1032,0.9883
26.4388,-0.4843,-0.6021,2.7086,6.65,1.033,0.6915,1.6558,-1.1183,-0.3312,0.1682,-1.1082,0.9836
26.4488,-0.0054,0.2064,2.7061,6.648,1.1428,1.1735,1.6667,-1.109,0.0352,0.1943,-1.1097,0.9854
26.4588,0.4519,0.2453,2.7084,6.6503,1.2625,0.6686,1.6787,-1.0997,0.4177,1.057,-1.1075,0.9916
26.4688,0.8872,1.3369,2.7151,6.6582,1.3899,0.9032,1.692,-1.0919,0.8157,0.9862,-1.1013,1.0019
26.4788,1.3005,1.4094,2.726,6.6719,1.5228,1.0341,1.7066,-1.0822,1.2288,1.5306,-1.0911,1.0144
26.4888,1.6917,1.8964,2.741,6.6885,1.6589,1.2671,1.7225,-1.0707,1.6564,2.066,-1.0766,1.0324
26.4988,2.0608,2.6339,2.7597,6.7111,1.7959,1.7987,1.7397,-1.0553,2.0978,2.3332,-1.0579,1.0544
26.5088,2.4077,2.1061,2.7821,6.7348,1.9313,1.7664,1.7584,-1.0375,2.5523,2.9501,-1.0346,1.0809
26.5188,2.7327,2.9876,2.8078,6.7603,2.0628,2.4089,1.7784,-1.0166,3.0192,3.1146,-1.0067,1.1112
26.5288,3.0358,2.8475,2.8366,6.7895,2.1882,2.3585,1.7996,-0.9928,3.4977,3.5759,-0.9741,1.1447
26.5388,3.3173,3.6148,2.8684,6.8218,2.305,2.0832,1.8221,-0.9706,3.9869,4.2917,-0.9367,1.184
26.5488,3.5774,3.1595,2.9029,6.8557,2.411,2.6289,1.8457,-0.947,4.486,4.6216,-0.8943,1.2286
26.5589,3.8165,3.8222,2.9399,6.8906,2.5042,3.107,1.8703,-0.9183,4.9941,4.9261,-0.8469,1.2763
26.5689,4.0351,4.0475,2.9792,6.93,2.5824,1.8093,1.8957,-0.8937,5.5101,5.3203,-0.7944,1.3276
26.5789,4.2334,4.7446,3.0205,6.974,2.6437,2.5781,1.9219,-0.8718,6.0332,6.3421,-0.7366,1.3859
26.5889,4.4121,4.6803,3.0638,7.0211,2.6864,1.8092,1.9485,-0.8498,6.5622,7.2857,-0.6736,1.4541
26.5989,4.5718,4.3555,3.1087,7.0663,2.7089,2.8177,1.9755,-0.8267,7.0962,7.5093,-0.6053,1.5281
26.6089,4.7129,4.6495,3.1551,7.1113,2.7097,2.409,2.0026,-0.8005,7.634,7.9838,-0.5316,1.6056
26.6189,4.8363,5.3076,3.2029,7.1611,2.6875,2.4421,2.0296,-0.7763,8.1746,8.0461,-0.4526,1.6858
26.6289,4.9425,4.9888,3.2518,7.2126,2.6414,2.4867,2.0563,-0.7516,8.7168,8.4553,-0.3681,1.7683
26.6389,5.0324,5.2376,3.3017,7.2638,2.5704,3.0911,2.0823,-0.7237,9.2595,9.5339,-0.2782,1.8583
26.6489,5.1067,5.1039,3.3524,7.3155,2.4741,2.1852,2.1075,-0.6973,9.8017,10.0964,-0.1828,1.9565
26.6589,5.1662,5.5765,3.4038,7.3689,2.3519,1.9389,2.1317,-0.6767,10.342,10.0645,-0.0821,2.0573
26.6689,5.212,5.6813,3.4557,7.4252,2.2038,2.6009,2.1545,-0.654,10.8795,10.7089,0.0241,2.1612
26.6789,5.2447,6.0608,3.508,7.484,2.0299,1.894,2.1756,-0.6315,11.4128,11.379,0.1356,2.2717
26.6889,5.2655,5.2129,3.5606,7.5404,1.8304,1.8249,2.195,-0.6129,11.9409,11.8244,0.2524,2.3877
26.6989,5.2752,5.2244,3.6133,7.5926,1.6059,1.7539,2.2121,-0.595,12.4626,13.0411,0.3744,2.5121
26.7089,5.2749,5.4678,3.6661,7.646,1.3573,0.5624,2.227,-0.5834,12.9768,13.2089,0.5017,2.6434
26.7189,5.2656,5.2949,3.7188,7.6999,1.0855,0.2465,2.2392,-0.5794,13.4824,13.6016,0.634,2.7775
26.7289,5.2483,4.9188,3.7714,7.751,0.7917,1.1464,2.2486,-0.5724,13.9782,13.6236,0.7713,2.9137
26.7389,5.2241,5.6455,3.8237,7.8038,0.4775,-0.0399,2.2549,-0.5669,14.4631,15.0158,0.9136,3.0569
26.7489,5.1941,5.6727,3.8758,7.8604,0.1443,0.5664,2.258,-0.5643,14.9362,14.9316,1.0606,3.2067
26.7589,5.1593,4.8678,3.9276,7.9131,-0.2059,-0.1354,2.2577,-0.5621,15.3962,15.2602,1.2124,3.3577
26.7689,5.1209,5.1231,3.9791,7.9631,-0.5711,-0.7819,2.2538,-0.5667,15.8423,15.5737,1.3686,3.5119
26.7789,5.0799,5.5751,4.0301,8.0166,-0.9493,-1.0555,2.2462,-0.5759,16.2734,16.6459,1.5292,3.6731
26.7889,5.0375,4.5286,4.0807,8.0671,-1.3382,-1.6167,2.2348,-0.5893,16.6886,16.6837,1.6941,3.8398
26.7989,4.9948,5.1838,4.1309,8.1157,-1.7354,-1.7255,2.2194,-0.606,17.0871,17.204,1.863,4.0093
26.8089,4.9528,5.1564,4.1806,8.1674,-2.1385,-2.0702,2.2,-0.625,17.4678,17.3037,2.0359,4.1819
26.8189,4.9127,4.8758,4.23,8.2176,-2.5448,-2.1867,2.1766,-0.6462,17.83,17.8456,2.2124,4.3577
26.8289,4.8756,5.1226,4.2789,8.2676,-2.9518,-3.0222,2.1491,-0.6723,18.173,18.371,2.3925,4.5388
26.8389,4.8425,5.1262,4.3275,8.3189,-3.3568,-3.7428,2.1176,-0.7061,18.4959,18.6677,2.5759,4.7241
26.8489,4.8145,4.5269,4.3758,8.3672,-3.7574,-4.2361,2.082,-0.746,18.7982,18.5608,2.7624,4.9103
26.859,4.7926,5.251,4.4239,8.4161,-4.1507,-4.6734,2.0424,-0.7906,19.0791,19.3878,2.9519,5.1001
26.869,4.7779,4.8603,4.4717,8.4667,-4.5342,-4.4435,1.999,-0.8362,19.3381,19.2408,3.144,5.2933
26.879,4.7712,5.3713,4.5195,8.5178,-4.9055,-5.0084,1.9518,-0.8835,19.5748,19.3133,3.3387,5.4861
26.889,4.7737,4.498,4.5672,8.5672,-5.2621,-6.04,1.9009,-0.9387,19.7885,20.0745,3.5355,5.6831
26.899,4.7862,4.7865,4.6151,8.6136,-5.6016,-5.8343,1.8466,-0.9981,19.9791,20.1666,3.7344,5.8844
26.909,4.8097,4.7213,4.6631,8.6612,-5.9218,-6.0686,1.789,-1.0577,20.146,20.7911,3.9351,6.0893
26.919,4.8449,4.8123,4.7113,8.7089,-6.2207,-6.457,1.7282,-1.1203,20.289,20.5347,4.1374,6.296
26.929,4.8927,5.6988,4.76,8.7614,-6.4964,-6.0828,1.6646,-1.183,20.4079,20.357,4.3409,6.5005
26.939,4.954,4.9703,4.8093,8.8148,-6.747,-7.0386,1.5984,-1.2487,20.5026,20.8354,4.5455,6.7065
26.949,5.0294,5.1719,4.8592,8.8655,-6.9712,-6.8039,1.5298,-1.3179,20.5729,20.4177,4.751,6.9128
26.959,5.1196,5.2244,4.91,8.9175,-7.1674,-7.2537,1.459,-1.3882,20.6189,20.6563,4.957,7.1183
26.969,5.2253,5.2168,4.9617,8.9698,-7.3346,-7.3563,1.3865,-1.4613,20.6405,20.5081,5.1634,7.3242
26.979,5.3471,5.2987,5.0146,9.0224,-7.472,-7.4665,1.3125,-1.5354,20.6379,20.6288,5.3698,7.5299
26.989,5.4856,5.8356,5.0688,9.078,-7.5787,-7.8412,1.2372,-1.612,20.6112,20.992,5.5762,7.7381
26.999,5.6412,5.5598,5.1244,9.135,-7.6543,-7.4883,1.161,-1.6887,20.5607,20.4038,5.7821,7.9451
27.009,5.8143,6.0746,5.1817,9.1932,-7.6988,-7.9277,1.0842,-1.7658,20.4866,20.5492,5.9874,8.15
