time_s,true_distance_mm,echo_time_us,measured_mm,noisy_mm
20.0067,47.335,271.83,47.335,47.335
20.0167,47.832,274.685,47.832,47.832
20.0267,48.316,277.464,48.316,48.316
20.0367,48.779,280.124,48.779,48.779
20.0467,49.214,282.623,49.214,49.214
20.0567,49.614,284.921,49.614,49.614
20.0667,49.973,286.982,49.973,49.973
20.0767,50.285,288.774,50.285,50.285
20.0867,50.545,290.268,50.545,50.545
20.0967,50.75,291.44,50.75,50.75
20.1067,50.895,292.273,50.895,-28.622
20.1167,50.978,292.753,50.978,50.978
20.1267,50.999,292.873,50.999,50.999
20.1367,50.957,292.63,50.957,50.957
20.1467,50.852,292.028,50.852,50.852
20.1567,50.686,291.077,50.686,50.686
20.1667,50.463,289.792,50.463,50.463
20.1767,50.184,288.194,50.184,46.197
20.1867,49.856,286.307,49.856,49.856
20.1967,49.482,284.161,49.482,49.482
20.2067,49.069,281.79,49.069,49.069
20.2167,48.624,279.231,48.624,48.624
20.2267,48.152,276.525,48.152,161.887
20.2367,47.663,273.715,47.663,47.663
20.2467,47.163,270.845,47.163,47.163
20.2568,46.661,267.96,46.661,46.661
20.2668,46.164,265.106,46.164,46.164
20.2768,45.68,262.328,45.68,45.68
20.2868,45.217,259.669,45.217,45.217
20.2968,44.782,257.171,44.782,44.782
20.3068,44.382,254.875,44.382,-103.381
20.3168,44.024,252.816,44.024,44.024
20.3268,43.712,251.027,43.712,43.712
20.3368,43.453,249.535,43.453,43.453
20.3468,43.249,248.365,43.249,43.249
20.3568,43.104,247.535,43.104,43.104
20.3668,43.021,247.058,43.021,43.021
20.3768,43.001,246.942,43.001,-49.97
20.3868,43.044,247.188,43.044,43.044
20.3968,43.149,247.793,43.149,43.149
20.4068,43.315,248.746,43.315,43.315
20.4168,43.539,250.034,43.539,43.539
20.4268,43.818,251.635,43.818,43.818
20.4368,44.147,253.524,44.147,44.147
20.4468,44.521,255.673,44.521,44.521
20.4568,44.934,258.045,44.934,194.602
20.4668,45.38,260.605,45.38,45.38
20.4768,45.852,263.312,45.852,45.852
20.4868,46.341,266.122,46.341,46.341
20.4968,46.841,268.993,46.841,46.841
20.5068,47.343,271.878,47.343,47.343
20.5168,47.84,274.732,47.84,24.347
20.5268,48.324,277.509,48.324,48.324
20.5368,48.787,280.167,48.787,48.787
20.5468,49.221,282.663,49.221,49.221
20.5569,49.621,284.957,49.621,49.621
20.5669,49.979,287.014,49.979,49.979
20.5769,50.29,288.801,50.29,50.29
20.5869,50.549,290.29,50.549,50.549
20.5969,50.753,291.457,50.753,50.753
20.6069,50.897,292.284,50.897,50.897
20.6169,50.979,292.758,50.979,50.979
20.6269,50.999,292.872,50.999,50.999
20.6369,50.956,292.622,50.956,50.956
20.6469,50.85,292.015,50.85,50.85
20.6569,50.683,291.058,50.683,50.683
20.6669,50.459,289.768,50.459,50.459
20.6769,50.179,288.165,50.179,50.179
20.6869,49.85,286.273,49.85,49.85
20.6969,49.475,284.123,49.475,49.475
20.7069,49.062,281.748,49.062,49.062
20.7169,48.616,279.187,48.616,48.616
20.7269,48.144,276.479,48.144,48.144
20.7369,47.655,273.668,47.655,47.655
20.7469,47.155,270.797,47.155,47.155
20.7569,46.653,267.912,46.653,46.653
20.7669,46.156,265.059,46.156,46.156
20.7769,45.672,262.282,45.672,45.672
20.7869,45.21,259.626,45.21,45.21
20.7969,44.775,257.131,44.775,109.969
20.8069,44.376,254.839,44.376,44.376
20.8169,44.018,252.784,44.018,44.018
20.8269,43.708,250.999,43.708,43.708
20.8369,43.449,249.513,43.449,43.449
20.8469,43.246,248.349,43.246,43.246
20.857,43.102,247.524,43.102,43.102
20.867,43.02,247.054,43.02,43.02
20.877,43.001,246.943,43.001,43.001
20.887,43.045,247.195,43.045,43.045
20.897,43.151,247.806,43.151,43.151
20.907,43.318,248.765,43.318,43.318
20.917,43.544,250.058,43.544,43.544
20.927,43.823,251.664,43.823,43.823
20.937,44.153,253.558,44.153,44.153
20.947,44.528,255.71,44.528,44.528
20.957,44.942,258.086,44.942,44.942
20.967,45.388,260.649,45.388,102.202
20.977,45.86,263.358,45.86,45.86
20.987,46.349,266.17,46.349,46.349
20.997,46.849,269.041,46.849,46.849
21.007,47.352,271.926,47.352,47.352
21.017,47.848,274.779,47.848,47.848
21.027,48.332,277.555,48.332,48.332
21.037,48.794,280.21,48.794,48.794
21.047,49.228,282.703,49.228,49.228
21.057,49.627,284.994,49.627,49.627
21.067,49.985,287.046,49.985,49.985
21.077,50.295,288.829,50.295,50.295
21.087,50.553,290.312,50.553,50.553
21.097,50.755,291.474,50.755,50.755
21.107,50.899,292.295,50.899,50.899
21.117,50.98,292.763,50.98,50.98
21.127,50.999,292.87,50.999,50.999
21.137,50.954,292.615,50.954,50.954
21.147,50.847,292.002,50.847,-64.141
21.1571,50.68,291.04,50.68,50.68
21.1671,50.454,289.744,50.454,50.454
21.1771,50.174,288.135,50.174,130.185
21.1871,49.844,286.239,49.844,49.844
21.1971,49.469,284.085,49.469,49.469
21.2071,49.055,281.707,49.055,49.055
21.2171,48.608,279.143,48.608,-9.342
21.2271,48.136,276.433,48.136,48.136
21.2371,47.647,273.62,47.647,47.647
21.2471,47.147,270.749,47.147,47.147
21.2571,46.644,267.864,46.644,46.644
21.2671,46.148,265.012,46.148,46.148
21.2771,45.664,262.237,45.664,45.664
21.2871,45.202,259.583,45.202,45.202
21.2971,44.768,257.091,44.768,187.742
21.3071,44.37,254.802,44.37,44.37
21.3171,44.013,252.752,44.013,44.013
21.3271,43.703,250.972,43.703,43.703
21.3371,43.445,249.491,43.445,43.445
21.3471,43.243,248.332,43.243,43.243
21.3571,43.101,247.514,43.101,43.101
21.3671,43.02,247.049,43.02,43.02
21.3771,43.001,246.944,43.001,43.001
21.3871,43.046,247.203,43.046,43.046
21.3971,43.154,247.819,43.154,43.154
21.4071,43.322,248.784,43.322,43.322
21.4171,43.548,250.082,43.548,43.548
21.4271,43.828,251.693,43.828,43.828
21.4371,44.159,253.592,44.159,44.159
21.4471,44.534,255.748,44.534,44.534
21.4572,44.949,258.128,44.949,44.949
21.4672,45.396,260.693,45.396,45.396
21.4772,45.868,263.404,45.868,45.868
21.4872,46.358,266.217,46.358,46.358
21.4972,46.858,269.089,46.858,46.858
21.5072,47.36,271.974,47.36,47.36
21.5172,47.856,274.826,47.856,-75.754
21.5272,48.34,277.6,48.34,48.34
21.5372,48.802,280.253,48.802,48.802
21.5472,49.235,282.743,49.235,49.235
21.5572,49.633,285.03,49.633,49.633
21.5672,49.99,287.078,49.99,49.99
21.5772,50.3,288.856,50.3,50.3
21.5872,50.557,290.334,50.557,50.557
21.5972,50.758,291.49,50.758,-8.711
21.6072,50.9,292.306,50.9,50.9
21.6172,50.981,292.768,50.981,50.981
21.6272,50.998,292.869,50.998,50.998
21.6372,50.953,292.608,50.953,50.953
21.6472,50.845,291.989,50.845,50.845
21.6572,50.677,291.021,50.677,50.677
21.6672,50.45,289.72,50.45,50.45
21.6772,50.169,288.106,50.169,50.169
21.6872,49.838,286.205,49.838,49.838
21.6972,49.462,284.047,49.462,49.462
21.7072,49.048,281.666,49.048,49.048
21.7172,48.601,279.099,48.601,48.601
21.7272,48.128,276.387,48.128,48.128
21.7372,47.638,273.573,47.638,47.638
21.7472,47.138,270.701,47.138,47.138
21.7573,46.636,267.816,46.636,46.636
21.7673,46.139,264.965,46.139,46.139
21.7773,45.656,262.191,45.656,45.656
21.7873,45.195,259.54,45.195,45.195
21.7973,44.761,257.052,44.761,44.761
21.8073,44.363,254.766,44.363,44.363
21.8173,44.007,252.72,44.007,44.007
21.8273,43.698,250.945,43.698,43.698
21.8373,43.441,249.469,43.441,43.441
21.8473,43.24,248.316,43.24,43.24
21.8573,43.099,247.503,43.099,43.099
21.8673,43.019,247.044,43.019,43.019
21.8773,43.002,246.946,43.002,43.002
21.8873,43.048,247.21,43.048,43.048
21.8973,43.156,247.832,43.156,43.156
21.9073,43.325,248.803,43.325,43.325
21.9173,43.552,250.107,43.552,43.552
21.9273,43.834,251.723,43.834,43.834
21.9373,44.165,253.626,44.165,44.165
21.9473,44.541,255.786,44.541,44.541
21.9573,44.956,258.169,44.956,44.956
21.9673,45.403,260.737,45.403,45.403
21.9773,45.876,263.45,45.876,45.876
21.9873,46.366,266.265,46.366,46.366
21.9973,46.866,269.137,46.866,46.866
22.0073,47.368,272.022,47.368,47.368
22.0173,47.865,274.873,47.865,47.865
22.0273,48.347,277.645,48.347,48.347
22.0373,48.809,280.296,48.809,48.809
22.0473,49.242,282.783,49.242,49.242
22.0574,49.64,285.066,49.64,49.64
22.0674,49.996,287.11,49.996,49.996
22.0774,50.304,288.883,50.304,50.304
22.0874,50.561,290.356,50.561,50.561
22.0974,50.761,291.507,50.761,50.761
22.1074,50.902,292.316,50.902,50.902
22.1174,50.982,292.772,50.982,50.982
22.1274,50.998,292.868,50.998,50.998
22.1374,50.952,292.601,50.952,50.952
22.1474,50.843,291.975,50.843,50.843
22.1574,50.673,291.002,50.673,50.673
22.1674,50.446,289.695,50.446,50.446
22.1774,50.164,288.077,50.164,50.164
22.1874,49.832,286.171,49.832,49.832
22.1974,49.456,284.009,49.456,49.456
22.2074,49.04,281.624,49.04,49.04
22.2174,48.593,279.055,48.593,48.593
22.2274,48.12,276.341,48.12,48.12
22.2374,47.63,273.525,47.63,47.63
22.2474,47.13,270.653,47.13,47.13
22.2574,46.628,267.769,46.628,46.628
22.2674,46.131,264.918,46.131,46.131
22.2774,45.649,262.146,45.649,45.649
22.2874,45.187,259.497,45.187,-46.92
22.2974,44.754,257.012,44.754,44.754
22.3074,44.357,254.73,44.357,44.357
22.3174,44.002,252.688,44.002,44.002
22.3274,43.693,250.918,43.693,43.693
22.3374,43.437,249.447,43.437,43.437
22.3474,43.237,248.299,43.237,43.237
22.3575,43.097,247.492,43.097,43.097
22.3675,43.018,247.039,43.018,43.018
22.3775,43.002,246.947,43.002,43.002
22.3875,43.049,247.217,43.049,43.049
22.3975,43.158,247.846,43.158,43.158
22.4075,43.328,248.822,43.328,43.328
22.4175,43.556,250.131,43.556,43.556
22.4275,43.839,251.752,43.839,43.839
22.4375,44.171,253.66,44.171,44.171
22.4475,44.548,255.824,44.548,44.548
22.4575,44.963,258.21,44.963,44.963
22.4675,45.411,260.781,45.411,45.411
22.4775,45.884,263.496,45.884,45.884
22.4875,46.374,266.312,46.374,46.374
22.4975,46.874,269.185,46.874,46.874
22.5075,47.377,272.07,47.377,47.377
22.5175,47.873,274.92,47.873,47.873
22.5275,48.355,277.691,48.355,48.355
22.5375,48.817,280.339,48.817,48.817
22.5475,49.249,282.822,49.249,49.249
22.5575,49.646,285.102,49.646,49.646
22.5675,50.001,287.142,50.001,50.001
22.5775,50.309,288.91,50.309,50.309
22.5875,50.565,290.378,50.565,50.565
22.5975,50.764,291.523,50.764,50.764
22.6075,50.904,292.327,50.904,50.904
22.6175,50.982,292.777,50.982,50.982
22.6275,50.998,292.866,50.998,50.998
22.6375,50.95,292.593,50.95,50.95
22.6475,50.84,291.962,50.84,50.84
22.6576,50.67,290.983,50.67,50.67
22.6676,50.442,289.671,50.442,50.442
22.6776,50.159,288.047,50.159,50.159
22.6876,49.826,286.137,49.826,49.826
22.6976,49.449,283.971,49.449,49.449
22.7076,49.033,281.583,49.033,49.033
22.7176,48.585,279.011,48.585,48.585
22.7276,48.112,276.295,48.112,48.112
22.7376,47.622,273.478,47.622,47.622
22.7476,47.121,270.605,47.121,47.121
22.7576,46.619,267.721,46.619,123.56
22.7676,46.123,264.871,46.123,46.123
22.7776,45.641,262.101,45.641,45.641
22.7876,45.18,259.454,45.18,45.18
22.7976,44.748,256.972,44.748,44.748
22.8076,44.351,254.694,44.351,44.351
22.8176,43.996,252.656,43.996,43.996
22.8276,43.689,250.891,43.689,43.689
22.8376,43.433,249.425,43.433,43.433
22.8476,43.235,248.283,43.235,43.235
22.8576,43.095,247.482,43.095,43.095
22.8676,43.017,247.035,43.017,43.017
22.8776,43.002,246.949,43.002,43.002
22.8876,43.05,247.225,43.05,43.05
22.8976,43.161,247.859,43.161,43.161
22.9076,43.332,248.841,43.332,43.332
22.9176,43.561,250.156,43.561,43.561
22.9276,43.844,251.782,43.844,43.844
22.9376,44.177,253.694,44.177,44.177
22.9476,44.554,255.862,44.554,44.554
22.9577,44.97,258.252,44.97,70.019
22.9677,45.419,260.826,45.419,45.419
22.9777,45.892,263.543,45.892,-31.685
22.9877,46.382,266.36,46.382,-24.93
22.9977,46.883,269.233,46.883,46.883
23.0077,47.385,272.117,47.385,47.385
23.0177,47.881,274.967,47.881,47.881
23.0277,48.363,277.736,48.363,48.363
23.0377,48.824,280.382,48.824,48.824
23.0477,49.256,282.862,49.256,49.256
23.0577,49.652,285.138,49.652,49.652
23.0677,50.007,287.174,50.007,50.007
23.0777,50.314,288.937,50.314,50.314
23.0877,50.568,290.4,50.568,50.568
23.0977,50.767,291.539,50.767,50.767
23.1077,50.906,292.337,50.906,50.906
23.1177,50.983,292.781,50.983,50.983
23.1277,50.998,292.865,50.998,50.998
23.1377,50.949,292.585,50.949,50.949
23.1477,50.838,291.948,50.838,50.838
23.1577,50.667,290.963,50.667,50.667
23.1677,50.437,289.646,50.437,50.437
23.1777,50.154,288.018,50.154,50.154
23.1877,49.82,286.103,49.82,49.82
23.1977,49.442,283.933,49.442,49.442
23.2077,49.026,281.542,49.026,-75.029
23.2177,48.578,278.966,48.578,48.578
23.2277,48.104,276.248,48.104,48.104
23.2377,47.614,273.43,47.614,47.614
23.2477,47.113,270.557,47.113,47.113
23.2578,46.611,267.673,46.611,46.611
23.2678,46.115,264.824,46.115,46.115
23.2778,45.633,262.056,45.633,45.633
23.2878,45.172,259.411,45.172,45.172
23.2978,44.741,256.932,44.741,44.741
23.3078,44.345,254.658,44.345,44.345
23.3178,43.991,252.624,43.991,43.991
23.3278,43.684,250.864,43.684,43.684
23.3378,43.43,249.403,43.43,43.43
23.3478,43.232,248.267,43.232,43.232
23.3578,43.093,247.472,43.093,43.093
23.3678,43.016,247.031,43.016,43.016
23.3778,43.002,246.95,43.002,43.002
23.3878,43.052,247.233,43.052,43.052
23.3978,43.163,247.873,43.163,43.163
23.4078,43.335,248.86,43.335,43.335
23.4178,43.565,250.18,43.565,43.565
23.4278,43.849,251.811,43.849,43.849
23.4378,44.183,253.728,44.183,44.183
23.4478,44.561,255.9,44.561,44.561
23.4578,44.978,258.293,44.978,44.978
23.4678,45.426,260.87,45.426,45.426
23.4778,45.9,263.589,45.9,45.9
23.4878,46.391,266.408,46.391,46.391
23.4978,46.891,269.282,46.891,-41.975
23.5078,47.393,272.165,47.393,47.393
23.5178,47.889,275.014,47.889,47.889
23.5278,48.371,277.781,48.371,48.371
23.5378,48.831,280.424,48.831,48.831
23.5478,49.263,282.902,49.263,49.263
23.5579,49.659,285.174,49.659,49.659
23.5679,50.012,287.206,50.012,50.012
23.5779,50.318,288.964,50.318,50.318
23.5879,50.572,290.422,50.572,50.572
23.5979,50.77,291.555,50.77,50.77
23.6079,50.908,292.348,50.908,50.908
23.6179,50.984,292.786,50.984,50.984
23.6279,50.997,292.863,50.997,50.997
23.6379,50.948,292.578,50.948,50.948
23.6479,50.836,291.935,50.836,50.836
23.6579,50.663,290.944,50.663,50.663
23.6679,50.433,289.622,50.433,50.433
23.6779,50.148,287.988,50.148,50.148
23.6879,49.814,286.069,49.814,49.814
23.6979,49.436,283.895,49.436,49.436
23.7079,49.019,281.5,49.019,49.019
23.7179,48.57,278.922,48.57,48.57
23.7279,48.096,276.202,48.096,48.096
23.7379,47.605,273.383,47.605,47.605
23.7479,47.105,270.509,47.105,47.105
23.7579,46.603,267.625,46.603,46.603
23.7679,46.107,264.777,46.107,46.107
23.7779,45.625,262.01,45.625,45.625
23.7879,45.165,259.368,45.165,45.165
23.7979,44.734,256.892,44.734,44.734
23.8079,44.338,254.622,44.338,44.338
23.8179,43.985,252.593,43.985,43.985
23.8279,43.679,250.837,43.679,43.679
23.8379,43.426,249.382,43.426,-49.89
23.8479,43.229,248.251,43.229,-35.375
23.858,43.091,247.461,43.091,43.091
23.868,43.016,247.026,43.016,43.016
23.878,43.003,246.952,43.003,-49.769
23.888,43.053,247.24,43.053,43.053
23.898,43.165,247.886,43.165,43.165
23.908,43.338,248.88,43.338,43.338
23.918,43.569,250.205,43.569,43.569
23.928,43.854,251.841,43.854,43.854
23.938,44.189,253.762,44.189,33.302
23.948,44.568,255.938,44.568,44.568
23.958,44.985,258.335,44.985,44.985
23.968,45.434,260.914,45.434,45.434
23.978,45.908,263.635,45.908,45.908
23.988,46.399,266.455,46.399,46.399
23.998,46.899,269.33,46.899,46.899
24.008,47.402,272.213,47.402,47.402
24.018,47.897,275.06,47.897,47.897
24.028,48.379,277.826,48.379,48.379
24.038,48.839,280.467,48.839,48.839
24.048,49.27,282.942,49.27,49.27
24.058,49.665,285.21,49.665,49.665
24.068,50.018,287.237,50.018,50.018
24.078,50.323,288.991,50.323,50.323
24.088,50.576,290.443,50.576,50.576
24.098,50.773,291.571,50.773,50.773
24.108,50.909,292.358,50.909,50.909
24.118,50.985,292.79,50.985,50.985
24.128,50.997,292.861,50.997,50.997
24.138,50.946,292.57,50.946,50.946
24.148,50.833,291.921,50.833,50.833
24.1581,50.66,290.925,50.66,50.66
24.1681,50.429,289.597,50.429,50.429
24.1781,50.143,287.958,50.143,50.143
24.1881,49.808,286.035,49.808,49.808
24.1981,49.429,283.857,49.429,49.429
24.2081,49.011,281.458,49.011,49.011
24.2181,48.562,278.878,48.562,48.562
24.2281,48.088,276.156,48.088,48.088
24.2381,47.597,273.335,47.597,47.597
24.2481,47.096,270.46,47.096,47.096
24.2581,46.594,267.577,46.594,46.594
24.2681,46.099,264.73,46.099,46.099
24.2781,45.617,261.965,45.617,45.617
24.2881,45.157,259.326,45.157,45.157
24.2981,44.727,256.853,44.727,44.727
24.3081,44.332,254.586,44.332,44.332
24.3181,43.979,252.561,43.979,43.979
24.3281,43.675,250.81,43.675,43.675
24.3381,43.422,249.36,43.422,43.422
24.3481,43.226,248.235,43.226,43.226
24.3581,43.09,247.451,43.09,43.09
24.3681,43.015,247.022,43.015,43.015
24.3781,43.003,246.954,43.003,43.003
24.3881,43.054,247.248,43.054,43.054
24.3981,43.168,247.9,43.168,43.168
24.4081,43.342,248.899,43.342,43.342
24.4181,43.574,250.23,43.574,43.574
24.4281,43.859,251.871,43.859,43.859
24.4381,44.195,253.797,44.195,44.195
24.4481,44.574,255.977,44.574,44.574
24.4582,44.992,258.377,44.992,44.992
24.4682,45.442,260.958,45.442,143.436
24.4782,45.916,263.681,45.916,45.916
24.4882,46.407,266.503,46.407,46.407
24.4982,46.908,269.378,46.908,46.908
24.5082,47.41,272.261,47.41,47.41
24.5182,47.906,275.107,47.906,47.906
24.5282,48.387,277.872,48.387,48.387
24.5382,48.846,280.51,48.846,48.846
24.5482,49.277,282.981,49.277,49.277
24.5582,49.671,285.246,49.671,49.671
24.5682,50.023,287.269,50.023,50.023
24.5782,50.328,289.017,50.328,50.328
24.5882,50.58,290.465,50.58,50.58
24.5982,50.775,291.587,50.775,50.775
24.6082,50.911,292.368,50.911,50.911
24.6182,50.985,292.794,50.985,50.985
24.6282,50.997,292.859,50.997,50.997
24.6382,50.945,292.562,50.945,50.945
24.6482,50.831,291.907,50.831,50.831
24.6582,50.657,290.905,50.657,50.657
24.6682,50.424,289.572,50.424,50.424
24.6782,50.138,287.928,50.138,50.138
24.6882,49.802,286.0,49.802,49.802
24.6982,49.422,283.818,49.422,49.422
24.7082,49.004,281.417,49.004,49.004
24.7182,48.554,278.834,48.554,48.554
24.7282,48.08,276.11,48.08,48.08
24.7382,47.589,273.288,47.589,47.589
24.7482,47.088,270.412,47.088,47.088
24.7583,46.586,267.529,46.586,46.586
24.7683,46.09,264.683,46.09,46.09
24.7783,45.609,261.92,45.609,45.609
24.7883,45.15,259.283,45.15,45.15
24.7983,44.72,256.813,44.72,44.72
24.8083,44.326,254.55,44.326,44.326
24.8183,43.974,252.53,43.974,43.974
24.8283,43.67,250.783,43.67,43.67
24.8383,43.418,249.339,43.418,43.418
24.8483,43.223,248.219,43.223,43.223
24.8583,43.088,247.441,43.088,43.088
24.8683,43.014,247.018,43.014,43.014
24.8783,43.003,246.956,43.003,43.003
24.8883,43.056,247.256,43.056,43.056
24.8983,43.17,247.914,43.17,43.17
24.9083,43.345,248.919,43.345,43.345
24.9183,43.578,250.255,43.578,43.578
24.9283,43.864,251.901,43.864,43.864
24.9383,44.201,253.831,44.201,44.201
24.9483,44.581,256.015,44.581,44.581
24.9583,44.999,258.418,44.999,44.999
24.9683,45.449,261.003,45.449,45.449
24.9783,45.924,263.728,45.924,45.924
24.9883,46.415,266.55,46.415,46.415
24.9983,46.916,269.426,46.916,46.916
25.0083,47.432,272.386,47.432,-51.207
25.0183,47.943,275.323,47.943,47.943
25.0283,48.44,278.177,48.44,48.44
25.0383,48.915,280.905,48.915,48.915
25.0483,49.361,283.465,49.361,49.361
25.0584,49.771,285.818,49.771,49.771
25.0684,50.138,287.928,50.138,50.138
25.0784,50.458,289.764,50.458,50.458
25.0884,50.725,291.298,50.725,50.725
25.0984,50.935,292.507,50.935,50.935
25.1084,51.086,293.374,51.086,51.086
25.1184,51.176,293.886,51.176,51.176
25.1284,51.202,294.037,51.202,51.202
25.1384,51.165,293.825,51.165,51.165
25.1484,51.066,293.257,51.066,51.066
25.1584,50.907,292.341,50.907,50.907
25.1684,50.689,291.094,50.689,50.689
25.1784,50.418,289.538,50.418,50.418
25.1884,50.098,287.697,50.098,50.098
25.1984,49.733,285.603,49.733,49.733
25.2084,49.33,283.29,49.33,49.33
25.2184,48.896,280.796,48.896,48.896
25.2284,48.437,278.162,48.437,48.437
25.2384,47.962,275.431,47.962,47.962
25.2484,47.477,272.647,47.477,47.477
25.2584,46.991,269.856,46.991,46.991
25.2684,46.512,267.103,46.512,46.512
25.2784,46.047,264.433,46.047,46.047
25.2884,45.604,261.89,45.604,45.604
25.2984,45.191,259.516,45.191,45.191
25.3084,44.813,257.349,44.813,44.813
25.3184,44.478,255.424,44.478,44.478
25.3284,44.191,253.775,44.191,44.191
25.3384,43.956,252.427,43.956,-2.018
25.3484,43.778,251.405,43.778,43.778
25.3585,43.66,250.725,43.66,43.66
25.3685,43.603,250.399,43.603,43.603
25.3785,43.609,250.435,43.609,43.609
25.3885,43.679,250.834,43.679,4.496
25.3985,43.81,251.589,43.81,43.81
25.4085,44.002,252.691,44.002,44.002
25.4185,44.252,254.125,44.252,44.252
25.4285,44.555,255.868,44.555,44.555
25.4385,44.908,257.894,44.908,44.908
25.4485,45.305,260.174,45.305,45.305
25.4585,45.74,262.673,45.74,45.74
25.4685,46.207,265.352,46.207,46.207
25.4785,46.698,268.171,46.698,46.698
25.4885,47.205,271.086,47.205,47.205
25.4985,47.722,274.054,47.722,47.722
25.5085,48.24,277.029,48.24,48.24
25.5185,48.751,279.965,48.751,48.751
25.5285,49.248,282.818,49.248,49.248
25.5385,49.723,285.543,49.723,49.723
25.5485,50.168,288.1,50.168,50.168
25.5585,50.577,290.449,50.577,50.577
25.5685,50.944,292.555,50.944,-8.23
25.5785,51.263,294.386,51.263,51.263
25.5885,51.529,295.915,51.529,51.529
25.5985,51.738,297.119,51.738,-53.48
25.6085,51.888,297.979,51.888,51.888
25.6185,51.976,298.486,51.976,51.976
25.6285,52.002,298.63,52.002,52.002
25.6385,51.964,298.413,51.964,51.964
25.6485,51.864,297.838,51.864,51.864
25.6586,51.703,296.917,51.703,51.703
25.6686,51.485,295.665,51.485,100.166
25.6786,51.213,294.103,51.213,51.213
25.6886,50.892,292.258,50.892,50.892
25.6986,50.527,290.16,50.527,50.527
25.7086,50.123,287.844,50.123,-55.467
25.7186,49.689,285.347,49.689,49.689
25.7286,49.23,282.711,49.23,49.23
25.7386,48.754,279.979,48.754,48.754
25.7486,48.269,277.194,48.269,48.269
25.7586,47.783,274.404,47.783,47.783
25.7686,47.304,271.652,47.304,47.304
25.7786,46.839,268.984,46.839,46.839
25.7886,46.397,266.443,46.397,46.397
25.7986,45.984,264.072,45.984,45.984
25.8086,45.607,261.909,45.607,105.08
25.8186,45.273,259.989,45.273,45.273
25.8286,44.986,258.344,44.986,44.986
25.8386,44.753,257.002,44.753,44.753
25.8486,44.576,255.985,44.576,109.59
25.8586,44.458,255.31,44.458,44.458
25.8686,44.403,254.991,44.403,44.403
25.8786,44.41,255.033,44.41,44.41
25.8886,44.48,255.437,44.48,44.48
25.8986,44.613,256.199,44.613,44.613
25.9086,44.806,257.307,44.806,44.806
25.9186,45.056,258.745,45.056,45.056
25.9286,45.361,260.493,45.361,45.361
25.9386,45.714,262.524,45.714,45.714
25.9486,46.112,264.808,46.112,46.112
25.9587,46.548,267.31,46.548,46.548
25.9687,47.015,269.992,47.015,47.015
25.9787,47.506,272.813,47.506,47.506
25.9887,48.014,275.73,48.014,48.014
25.9987,48.531,278.698,48.531,48.531
26.0087,49.049,281.673,49.049,49.049
26.0187,49.56,284.608,49.56,49.56
26.0287,50.056,287.459,50.056,50.056
26.0387,50.53,290.182,50.53,50.53
26.0487,50.975,292.735,50.975,65.393
26.0587,51.384,295.081,51.384,51.384
26.0687,51.75,297.182,51.75,51.75
26.0787,52.068,299.009,52.068,52.068
26.0887,52.333,300.532,52.333,52.333
26.0987,52.541,301.73,52.541,52.541
26.1087,52.69,302.585,52.69,52.69
26.1187,52.777,303.085,52.777,52.777
26.1287,52.802,303.224,52.802,52.802
26.1387,52.763,303.001,52.763,52.763
26.1487,52.662,302.42,52.662,52.662
26.1587,52.5,301.493,52.5,52.5
26.1687,52.281,300.236,52.281,52.281
26.1787,52.008,298.669,52.008,52.008
26.1887,51.686,296.819,51.686,51.686
26.1987,51.32,294.718,51.32,51.32
26.2087,50.916,292.398,50.916,50.916
26.2187,50.481,289.899,50.481,50.481
26.2287,50.022,287.261,50.022,50.022
26.2387,49.546,284.527,49.546,49.546
26.2487,49.061,281.742,49.061,49.061
26.2588,48.575,278.951,48.575,48.575
26.2688,48.096,276.201,48.096,48.096
26.2788,47.632,273.535,47.632,47.632
26.2888,47.19,270.997,47.19,47.19
26.2988,46.777,268.628,46.777,46.777
26.3088,46.401,266.469,46.401,46.401
26.3188,46.068,264.553,46.068,46.068
26.3288,45.782,262.913,45.782,45.782
26.3388,45.549,261.576,45.549,45.549
26.3488,45.373,260.565,45.373,45.373
26.3588,45.257,259.896,45.257,45.257
26.3688,45.202,259.583,45.202,45.202
26.3788,45.211,259.631,45.211,45.211
26.3888,45.282,260.041,45.282,45.282
26.3988,45.416,260.809,45.416,45.416
26.4088,45.61,261.922,45.61,45.61
26.4188,45.861,263.366,45.861,45.861
26.4288,46.166,265.119,46.166,46.166
26.4388,46.521,267.155,46.521,46.521
26.4488,46.919,269.442,46.919,46.919
26.4588,47.355,271.948,47.355,47.355
26.4688,47.823,274.632,47.823,47.823
26.4788,48.314,277.455,48.314,48.314
26.4888,48.822,280.373,48.822,48.822
26.4988,49.339,283.342,49.339,49.339
26.5088,49.857,286.316,49.857,49.857
26.5188,50.368,289.25,50.368,50.368
26.5288,50.864,292.099,50.864,50.864
26.5388,51.338,294.82,51.338,51.338
26.5488,51.782,297.37,51.782,51.782
26.5589,52.19,299.712,52.19,52.19
26.5689,52.555,301.809,52.555,52.555
26.5789,52.872,303.631,52.872,52.872
26.5889,53.137,305.149,53.137,53.137
26.5989,53.344,306.341,53.344,53.344
26.6089,53.492,307.19,53.492,53.492
26.6189,53.578,307.685,53.578,53.578
26.6289,53.601,307.817,53.601,53.601
26.6389,53.562,307.588,53.562,53.562
26.6489,53.459,307.002,53.459,53.459
26.6589,53.297,306.069,53.297,53.297
26.6689,53.077,304.806,53.077,53.077
